n,method,seed,objective,gap_vs_milp_%,time_s,n_items,n_truck,n_drone,n_rendv,W_final,profit,rental,arrival,truck_route_node_ids,drone_arc_node_ids,collected_node_ids,truck_node_ids,drone_node_ids,rendezvous_node_ids,W_sequence
5,eas,1,-18027.1695,7.7835,6.167,2,1,1,2,2009.0,1940.0,19967.169475985662,274.65157463529107,"[1, 16, 132, 273, 1, 1]","[(1, 240), (240, 16), (16, 185), (185, 1)]","[273, 185]",[273],[185],"[16, 1]","[(1, 0.0), (16, 0.0), (132, 0.0), (273, 0.0), (1, 1005.0), (1, 2009.0)]"
5,eas,2,-17577.6229,5.0957,6.052,4,2,2,2,4015.0,3736.0,21313.622903652184,293.17225452066276,"[1, 132, 16, 273, 1, 1]","[(1, 185), (185, 273), (273, 240), (240, 1)]","[16, 273, 185, 240]","[16, 273]","[185, 240]","[273, 1]","[(1, 0.0), (132, 0.0), (16, 0.0), (273, 1004.0), (1, 3013.0), (1, 4015.0)]"
5,eas,3,-18027.1695,7.7835,6.314,2,1,1,2,2009.0,1940.0,19967.169475985662,274.65157463529107,"[1, 16, 132, 273, 1, 1]","[(1, 240), (240, 16), (16, 185), (185, 1)]","[273, 185]",[273],[185],"[16, 1]","[(1, 0.0), (16, 0.0), (132, 0.0), (273, 0.0), (1, 1005.0), (1, 2009.0)]"
5,eas,4,-17961.2759,7.3895,6.225,4,2,2,2,4015.0,3736.0,21697.275914703863,298.44946237556894,"[1, 132, 16, 273, 1, 1]","[(1, 240), (240, 132), (132, 185), (185, 1)]","[16, 273, 240, 185]","[16, 273]","[240, 185]","[132, 1]","[(1, 0.0), (132, 0.0), (16, 1002.0), (273, 2006.0), (1, 3011.0), (1, 4015.0)]"
5,eas_beam,0,-17383.35,3.9341,7.055,4,2,2,3,4015.0,3736.0,21119.350000000002,290.5,"[1, 273, 16, 1, 1]","[(1, 240), (240, 273), (273, 132), (132, 16), (16, 185), (185, 1)]","[273, 16, 240, 185]","[273, 16]","[240, 185]","[273, 16, 1]","[(1, 0.0), (273, 0.0), (16, 2007.0), (1, 3011.0), (1, 4015.0)]"
5,eas_beam,1,-17383.35,3.9341,7.025,4,2,2,3,4015.0,3736.0,21119.350000000002,290.5,"[1, 273, 16, 1, 1]","[(1, 240), (240, 273), (273, 132), (132, 16), (16, 185), (185, 1)]","[273, 16, 240, 185]","[273, 16]","[240, 185]","[273, 16, 1]","[(1, 0.0), (273, 0.0), (16, 2007.0), (1, 3011.0), (1, 4015.0)]"
5,eas_beam,2,-17383.35,3.9341,7.033,4,2,2,3,4015.0,3736.0,21119.350000000002,290.5,"[1, 273, 16, 1, 1]","[(1, 240), (240, 273), (273, 132), (132, 16), (16, 185), (185, 1)]","[273, 16, 240, 185]","[273, 16]","[240, 185]","[273, 16, 1]","[(1, 0.0), (273, 0.0), (16, 2007.0), (1, 3011.0), (1, 4015.0)]"
5,eas_beam,3,-17383.35,3.9341,7.215,4,2,2,3,4015.0,3736.0,21119.350000000002,290.5,"[1, 273, 16, 1, 1]","[(1, 240), (240, 273), (273, 132), (132, 16), (16, 185), (185, 1)]","[273, 16, 240, 185]","[273, 16]","[240, 185]","[273, 16, 1]","[(1, 0.0), (273, 0.0), (16, 2007.0), (1, 3011.0), (1, 4015.0)]"
5,eas_beam,4,-17383.35,3.9341,7.061,4,2,2,3,4015.0,3736.0,21119.350000000002,290.5,"[1, 273, 16, 1, 1]","[(1, 240), (240, 273), (273, 132), (132, 16), (16, 185), (185, 1)]","[273, 16, 240, 185]","[273, 16]","[240, 185]","[273, 16, 1]","[(1, 0.0), (273, 0.0), (16, 2007.0), (1, 3011.0), (1, 4015.0)]"
10,greedy,0,-37393.4082,36.0098,0.006,5,2,3,5,5025.0,3913.0,41306.40819267727,568.176178716331,"[1, 249, 253, 144, 18, 9, 1, 1]","[(1, 238), (238, 249), (249, 221), (221, 253), (253, 107), (107, 144), (144, 84), (84, 18), (18, 19), (19, 1)]","[18, 9, 238, 84, 19]","[18, 9]","[238, 84, 19]","[249, 253, 144, 18, 1]","[(1, 0.0), (249, 0.0), (253, 1006.0), (144, 1006.0), (18, 1006.0), (9, 3017.0), (1, 4022.0), (1, 5025.0)]"
10,pomo,0,-33520.7655,21.924,0.047,6,4,2,4,6030.0,4890.0,38410.76548215175,528.346155187782,"[1, 238, 253, 144, 19, 18, 9, 1, 1]","[(1, 221), (221, 253), (253, 107), (107, 144), (144, 84), (84, 9), (9, 249), (249, 1)]","[238, 19, 18, 9, 84, 249]","[238, 19, 18, 9]","[84, 249]","[253, 144, 9, 1]","[(1, 0.0), (238, 0.0), (253, 1006.0), (144, 1006.0), (19, 1006.0), (18, 2009.0), (9, 3013.0), (1, 5025.0), (1, 6030.0)]"
10,pomo_aug,0,-29991.7855,9.0881,0.411,6,3,3,4,6034.0,4738.0,34729.78550478555,477.71369332579843,"[1, 249, 253, 144, 19, 18, 9, 1, 1]","[(1, 238), (238, 253), (253, 221), (221, 144), (144, 107), (107, 19), (19, 84), (84, 1)]","[249, 18, 9, 238, 107, 84]","[249, 18, 9]","[238, 107, 84]","[253, 144, 19, 1]","[(1, 0.0), (249, 0.0), (253, 1005.0), (144, 2011.0), (19, 2011.0), (18, 3018.0), (9, 4022.0), (1, 5027.0), (1, 6034.0)]"
10,sampling,0,-28393.7855,3.2758,59.597,8,4,4,4,8043.0,6336.0,34729.78550478555,477.71369332579843,"[1, 249, 253, 144, 19, 18, 9, 1, 1]","[(1, 238), (238, 253), (253, 221), (221, 144), (144, 107), (107, 19), (19, 84), (84, 1)]","[249, 19, 18, 9, 238, 221, 107, 84]","[249, 19, 18, 9]","[238, 221, 107, 84]","[253, 144, 19, 1]","[(1, 0.0), (249, 0.0), (253, 1005.0), (144, 2011.0), (19, 3017.0), (18, 5027.0), (9, 6031.0), (1, 7036.0), (1, 8043.0)]"
10,sampling,1,-28580.0216,3.9532,58.22,8,5,3,4,8044.0,6357.0,34937.02158484185,480.56425838847116,"[1, 249, 253, 144, 19, 18, 9, 1, 1]","[(1, 238), (238, 253), (253, 221), (221, 144), (144, 107), (107, 19), (19, 84), (84, 1)]","[249, 253, 19, 18, 9, 238, 107, 84]","[249, 253, 19, 18, 9]","[238, 107, 84]","[253, 144, 19, 1]","[(1, 0.0), (249, 0.0), (253, 1005.0), (144, 3018.0), (19, 3018.0), (18, 5028.0), (9, 6032.0), (1, 7037.0), (1, 8044.0)]"
10,sampling,2,-28580.0216,3.9532,59.346,8,5,3,4,8044.0,6357.0,34937.02158484185,480.56425838847116,"[1, 249, 253, 144, 19, 18, 9, 1, 1]","[(1, 238), (238, 253), (253, 221), (221, 144), (144, 107), (107, 19), (19, 84), (84, 1)]","[249, 253, 19, 18, 9, 238, 107, 84]","[249, 253, 19, 18, 9]","[238, 107, 84]","[253, 144, 19, 1]","[(1, 0.0), (249, 0.0), (253, 1005.0), (144, 3018.0), (19, 3018.0), (18, 5028.0), (9, 6032.0), (1, 7037.0), (1, 8044.0)]"
